run_id,evaluated_at_utc,id,category,query,response,http_status,retries,latency_ms,reply_chars,link_count,thread_id,error,grounded_pass,routing_pass,hallucination_pass,dm_style_pass,actionability_pass,tone_pass,link_discipline_pass,notes
eval-20260401-072041,2026-04-01T07:36:52.841866+00:00,91,Bewild Produce / Products,What is Bewild?,Bewild is Beforest's collection of thoughtfully designed products for outdoor living and wellness. Check them out at https://bewild.life.,200,0,6409.5,137,1,eval-20260401-072041-091,,,,,,,,,
eval-20260401-072041,2026-04-01T07:36:59.363636+00:00,92,Bewild Produce / Products,Can I buy produce from Bewild?,"Yes, you can buy forest-friendly produce like native grains, spices, coffee, and more from Bewild online. Shop here: https://bewild.life/collections/all",200,0,6521.7,152,1,eval-20260401-072041-092,,,,,,,,,
eval-20260401-072041,2026-04-01T07:37:01.755160+00:00,93,Bewild Produce / Products,Where do I browse Bewild products?,You can browse Bewild products at https://bewild.life.,200,0,2391.4,54,1,eval-20260401-072041-093,,,,,,,,,
eval-20260401-072041,2026-04-01T07:37:06.437454+00:00,94,Bewild Produce / Products,Is Bewild part of Beforest?,"Yes, Bewild is Beforest's product line for regenerative lifestyle goods. Check them out at https://bewild.life.",200,0,4682.2,111,1,eval-20260401-072041-094,,,,,,,,,
eval-20260401-072041,2026-04-01T07:37:12.853343+00:00,95,Bewild Produce / Products,What kind of products does Bewild offer?,"Bewild offers forest-friendly produce from our regenerative collectives, including spices like green cardamom, herbal infusions such as rosella, heirloom rice varieties, pulses, and sprouted mixes.",200,0,6415.8,197,0,eval-20260401-072041-095,,,,,,,,,
eval-20260401-072041,2026-04-01T07:37:24.166174+00:00,96,Routing / Link Requests,Send me the link for experiences.,Here's the link to our experiences: https://experiences.beforest.co,200,0,11312.7,67,1,eval-20260401-072041-096,,,,,,,,,
eval-20260401-072041,2026-04-01T07:37:26.714973+00:00,97,Routing / Link Requests,Send me the link for products.,Here's the link to our products: https://bewild.life,200,0,2548.7,52,1,eval-20260401-072041-097,,,,,,,,,
eval-20260401-072041,2026-04-01T07:37:29.900590+00:00,98,Routing / Link Requests,Where should I go if I want stays instead of experiences?,"For stays and hospitality, head to https://hospitality.beforest.co. Let me know what kind of stay you're looking for.",200,0,3185.5,117,1,eval-20260401-072041-098,,,,,,,,,
eval-20260401-072041,2026-04-01T07:38:05.060111+00:00,99,Unclear / Edge Cases,I want to work with you somehow. Where should I start?,"We're not hiring for specific roles right now, but if you're passionate about sustainability, email your CV (with desired role in subject) to jobs@beforest.co. Start there to share your background.",200,0,35159.4,197,0,eval-20260401-072041-099,,,,,,,,,
eval-20260401-072041,2026-04-01T07:39:03.901921+00:00,100,Unclear / Edge Cases,Tell me everything about Beforest in detail.,,500,5,1471.9,0,0,eval-20260401-072041-100,HTTPError: 500,,,,,,,,
